level_0,Date,Open,High,Low,Close,Adj Close,Volume,Ticker
AAPL,2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,123.90462493896484,112117500,AAPL
AAPL,2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.18260955810547,89113600,AAPL
AAPL,2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,123.85509490966797,80962700,AAPL
AAPL,2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.4122314453125,87754700,AAPL
AAPL,2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,128.937255859375,70790800,AAPL
AAPL,2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,129.5118865966797,63896200,AAPL
AAPL,2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.2461700439453,69458900,AAPL
AAPL,2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.16693115234375,71379600,AAPL
AAPL,2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,133.5043182373047,57809700,AAPL
AAPL,2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,134.67335510253906,63646600,AAPL
AAPL,2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,133.9501495361328,69672800,AAPL
AAPL,2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.0095977783203,58280400,AAPL
AAPL,2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.58535766601562,80223600,AAPL
AAPL,2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,139.795166015625,81760300,AAPL
AAPL,2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.20191955566406,66435100,AAPL
AAPL,2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.5381622314453,65799300,AAPL
AAPL,2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.6186065673828,54105100,AAPL
AAPL,2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.5702667236328,70555800,AAPL
AAPL,2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,141.6675567626953,64015300,AAPL
AAPL,2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,142.9455108642578,65874500,AAPL
AAPL,2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.07492065429688,77663600,AAPL
AAPL,2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.41468811035156,118339000,AAPL
AAPL,2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.06040954589844,154357300,AAPL
AAPL,2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.3162078857422,69858300,AAPL
AAPL,2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.208984375,83322600,AAPL
AAPL,2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.50445556640625,64120100,AAPL
AAPL,2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.46421813964844,56007100,AAPL
AAPL,2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,149.83135986328125,57450700,AAPL
AAPL,2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,152.64918518066406,62199000,AAPL
AAPL,2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.00424194335938,61707600,AAPL
AAPL,2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.11761474609375,65573800,AAPL
AAPL,2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.51028442382812,68167900,AAPL
AAPL,2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.3593292236328,59144100,AAPL
AAPL,2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.32107543945312,58867200,AAPL
AAPL,2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,147.7477569580078,51011300,AAPL
AAPL,2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.23390197753906,48394200,AAPL
AAPL,2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.56491088867188,55469600,AAPL
AAPL,2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,146.76547241210938,44998500,AAPL
AAPL,2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.25946044921875,50547000,AAPL
AAPL,2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.17584228515625,55479000,AAPL
AAPL,2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,144.7711639404297,52238100,AAPL
AAPL,2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,149.85118103027344,70732300,AAPL
AAPL,2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,152.62933349609375,87558000,AAPL
AAPL,2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.416748046875,56182000,AAPL
AAPL,2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,151.67681884765625,47204800,AAPL
AAPL,2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.41464233398438,53833600,AAPL
AAPL,2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.3409423828125,68572400,AAPL
AAPL,2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.29556274414062,84457100,AAPL
AAPL,2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.3990020751953,73695900,AAPL
AAPL,2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,151.7958984375,77167900,AAPL
AAPL,2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,154.6335906982422,76161100,AAPL
AAPL,2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,153.7902069091797,98944600,AAPL
AAPL,2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.1714630126953,73641400,AAPL
AAPL,2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.03680419921875,73938300,AAPL
AAPL,2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.59812927246094,75701800,AAPL
AAPL,2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,157.6895294189453,67622100,AAPL
AAPL,2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,158.99923706054688,59196500,AAPL
AAPL,2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.0446014404297,52390300,AAPL
AAPL,2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.4195098876953,45992200,AAPL
AAPL,2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.5151824951172,51305700,AAPL
AAPL,2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.09274291992188,49501700,AAPL
AAPL,2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,163.61293029785156,68749800,AAPL
AAPL,2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,164.87303161621094,56976200,AAPL
AAPL,2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.33726501464844,46278300,AAPL
AAPL,2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.48182678222656,51511700,AAPL
AAPL,2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.37481689453125,45390100,AAPL
AAPL,2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,160.7653350830078,47716900,AAPL
AAPL,2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.54493713378906,47644200,AAPL
AAPL,2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,158.8503875732422,50133100,AAPL
AAPL,2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.26779174804688,68445600,AAPL
AAPL,2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,163.9205322265625,49386500,AAPL
AAPL,2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,163.9403533935547,41516200,AAPL
AAPL,2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.1707000732422,49923000,AAPL
AAPL,2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.32162475585938,47720200,AAPL
AAPL,2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.34925842285156,52456400,AAPL
AAPL,2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,163.7320098876953,58337300,AAPL
AAPL,2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.0395965576172,41949600,AAPL
AAPL,2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.4917449951172,48714100,AAPL
AAPL,2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.48182678222656,45498800,AAPL
AAPL,2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.0955352783203,64902300,AAPL
AAPL,2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.35560607910156,55209200,AAPL
AAPL,2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.26632690429688,52472900,AAPL
AAPL,2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.2244873046875,48425700,AAPL
AAPL,2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.14303588867188,65136000,AAPL
AAPL,2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.4959716796875,81235400,AAPL
AAPL,2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.21527099609375,113316400,AAPL
AAPL,2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.14581298828125,55962800,AAPL
AAPL,2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.4293212890625,45326900,AAPL
AAPL,2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.20535278320312,53724500,AAPL
AAPL,2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.39385986328125,49514700,AAPL
AAPL,2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.45989990234375,45497800,AAPL
AAPL,2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,170.96311950683594,37266700,AAPL
AAPL,2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,170.96311950683594,42110300,AAPL
AAPL,2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,171.57913208007812,57951600,AAPL
AAPL,2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,173.92396545410156,65496700,AAPL
AAPL,2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.0332489013672,55772400,AAPL
AAPL,2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.0794219970703,43570900,AAPL
AAPL,2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.45640563964844,50747300,AAPL
AAPL,2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,170.73460388183594,45143500,AAPL
AAPL,2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,171.87721252441406,56058300,AAPL
AAPL,2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.30148315429688,54835000,AAPL
AAPL,2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.1594696044922,55964400,AAPL
AAPL,2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.10980224609375,99625300,AAPL
AAPL,2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,178.93153381347656,68901800,AAPL
AAPL,2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,179.7860107421875,61945900,AAPL
AAPL,2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.4248046875,121946500,AAPL
AAPL,2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.0572052001953,64848400,AAPL
AAPL,2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,176.6761474609375,61944600,AAPL
AAPL,2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,179.40843200683594,50214900,AAPL
AAPL,2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,179.7959442138672,48870700,AAPL
AAPL,2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,182.6077117919922,54274900,AAPL
AAPL,2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,182.1308135986328,54929100,AAPL
AAPL,2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,182.7666778564453,57462900,AAPL
AAPL,2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,184.81344604492188,65433200,AAPL
AAPL,2023-06-16,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,183.73045349121094,101235600,AAPL
AAPL,2023-06-20,184.41000366210938,186.10000610351562,184.41000366210938,185.00999450683594,183.8198699951172,49799100,AAPL
AAPL,2023-06-21,184.89999389648438,185.41000366210938,182.58999633789062,183.9600067138672,182.77664184570312,49515700,AAPL
AAPL,2023-06-22,183.74000549316406,187.0500030517578,183.6699981689453,187.0,185.7970733642578,51245300,AAPL
AAPL,2023-06-23,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.47914123535156,53079300,AAPL
AAPL,2023-06-26,186.8300018310547,188.0500030517578,185.22999572753906,185.27000427246094,184.0782012939453,48088700,AAPL
AAPL,2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,186.85025024414062,50730800,AAPL
AAPL,2023-06-28,187.92999267578125,189.89999389648438,187.60000610351562,189.25,188.03260803222656,51216800,AAPL
AAPL,2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,188.37042236328125,46347300,AAPL
AAPL,2023-06-30,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,192.7222442626953,85069600,AAPL
AAPL,2023-07-03,193.77999877929688,193.8800048828125,191.75999450683594,192.4600067138672,191.22193908691406,31458200,AAPL
AAPL,2023-07-05,191.57000732421875,192.97999572753906,190.6199951171875,191.3300018310547,190.0992431640625,46920300,AAPL
AAPL,2023-07-06,189.83999633789062,192.02000427246094,189.1999969482422,191.80999755859375,190.57614135742188,45094300,AAPL
AAPL,2023-07-07,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,189.45339965820312,46778000,AAPL
AAPL,2023-07-10,189.25999450683594,189.99000549316406,187.0399932861328,188.61000061035156,187.39671325683594,59922200,AAPL
AAPL,2023-07-11,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,186.87013244628906,46638100,AAPL
AAPL,2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246094,188.5492706298828,60750200,AAPL
AAPL,2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,189.31430053710938,41342300,AAPL
AAPL,2023-07-14,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,189.46336364746094,41573900,AAPL
AAPL,2023-07-17,191.89999389648438,194.32000732421875,191.80999755859375,193.99000549316406,192.7421112060547,50520200,AAPL
AAPL,2023-07-18,193.35000610351562,194.3300018310547,192.4199981689453,193.72999572753906,192.4837646484375,48353800,AAPL
AAPL,2023-07-19,193.10000610351562,198.22999572753906,192.64999389648438,195.10000610351562,193.844970703125,80507300,AAPL
AAPL,2023-07-20,195.08999633789062,196.47000122070312,192.5,193.1300048828125,191.88766479492188,59581200,AAPL
AAPL,2023-07-21,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,190.70530700683594,71917800,AAPL
AAPL,2023-07-24,193.41000366210938,194.91000366210938,192.25,192.75,191.5100860595703,45377800,AAPL
AAPL,2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,192.37451171875,37283200,AAPL
AAPL,2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,193.2488250732422,47471900,AAPL
AAPL,2023-07-27,196.02000427246094,197.1999969482422,192.5500030517578,193.22000122070312,191.97706604003906,47460200,AAPL
AAPL,2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,194.57028198242188,48291400,AAPL
AAPL,2023-07-31,196.05999755859375,196.49000549316406,195.25999450683594,196.4499969482422,195.18629455566406,38824100,AAPL
AAPL,2023-08-01,196.24000549316406,196.72999572753906,195.27999877929688,195.61000061035156,194.35169982910156,35175100,AAPL
AAPL,2023-08-02,195.0399932861328,195.17999267578125,191.85000610351562,192.5800018310547,191.34117126464844,50389300,AAPL
AAPL,2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,189.94024658203125,61235200,AAPL
